id_field,crop_season,village,soil,area,tillage_system,CA_year,x24d,glypho,manure,urea,npk,nitrogen,rain_sow,rain_flow,rain_cycle,rain_year,yield,tillage_ca,tillage_till,village_grouped,village_Ambohimiarina,village_Ambohitsilaozana,village_Ambongabe,village_Ampitatsimo,village_Antsahamamy,soil_hillside,soil_lowland,CA_year_num,x24d_bin,glypho_bin,interaction_till_rain_sow,interaction_ca_rain_sow,interaction_till_rain_flow,interaction_ca_rain_flow,interaction_till_rain_cycle,interaction_ca_rain_cycle,interaction_till_rain_year,interaction_ca_rain_year,interaction_till_nitrogen,interaction_ca_nitrogen,interaction_till_area,interaction_ca_area,ratio_N_urea,ratio_N_manure,total_npk,sow_day_of_year,rain_cycle_squared,nitrogen_squared,area_squared,interaction_rain_nitrogen,interaction_rain_area,water_stress
F2007080288,Y07_08,Antsahamamy,hillside,96.8,till,Y0,N,N,2480.4,51.7,51.7,29.469,109.8,52.5,770.5,875.4,2831.7,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,109.8,0.0,52.5,0.0,770.5,0.0,875.4,0.0,29.469,0.0,96.8,0.0,0.5699889750681805,0.011880740251273886,51.7,360,593670.25,868.4219610000001,9370.24,22705.8645,74584.4,1
F2007080289,Y07_08,Antsahamamy,hillside,23.3,till,Y0,N,N,2489.3,51.5,51.5,29.355,50.1,15.1,714.2,875.4,2500.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,50.1,0.0,15.1,0.0,714.2,0.0,875.4,0.0,29.355,0.0,23.3,0.0,0.5699889322537427,0.011792467041952739,51.5,5,510081.6400000001,861.7160250000001,542.89,20965.341,16640.86,1
F2007080290,Y07_08,Antsahamamy,hillside,11.2,till,Y0,N,N,2511.2,53.8,53.8,30.666,50.1,15.1,714.2,875.4,2497.8,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,50.1,0.0,15.1,0.0,714.2,0.0,875.4,0.0,30.666,0.0,11.2,0.0,0.5699894054013867,0.01221168675864656,53.8,5,510081.6400000001,940.403556,125.43999999999998,21901.6572,7999.04,1
F2007080291,Y07_08,Antsahamamy,hillside,47.4,till,Y0,N,N,2532.7,50.7,50.7,28.899,45.6,15.1,713.4,875.4,2498.9,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,45.6,0.0,15.1,0.0,713.4,0.0,875.4,0.0,28.899,0.0,47.4,0.0,0.5699887576181929,0.011410348082935964,50.7,6,508939.55999999994,835.1522010000001,2246.7599999999998,20616.5466,33815.159999999996,1
F2007080292,Y07_08,Antsahamamy,hillside,80.3,till,Y0,N,N,2491.9,49.8,49.8,28.386,45.6,15.1,713.4,875.4,2491.9,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,45.6,0.0,15.1,0.0,713.4,0.0,875.4,0.0,28.386,0.0,80.3,0.0,0.5699885544466979,0.01139130326606073,49.8,6,508939.55999999994,805.764996,6448.089999999999,20250.572399999997,57286.02,1
F2007080304,Y07_08,Antsahamamy,hillside,6.6,ca,Y2,N,N,2283.1,0.0,0.0,0.0,110.6,67.6,725.5,875.4,2283.1,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,110.6,0.0,67.6,0.0,725.5,0.0,875.4,0.0,0.0,0.0,6.6,0.0,0.0,0.0,363,526350.25,0.0,43.559999999999995,0.0,4788.3,1
F2007080305,Y07_08,Antsahamamy,hillside,10.9,ca,Y2,N,N,1828.2,0.0,0.0,0.0,109.8,52.5,770.5,875.4,2212.1,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,109.8,0.0,52.5,0.0,770.5,0.0,875.4,0.0,0.0,0.0,10.9,0.0,0.0,0.0,360,593670.25,0.0,118.81,0.0,8398.45,1
F2007080307,Y07_08,Antsahamamy,hillside,7.2,ca,Y1,N,N,2916.7,27.8,41.7,17.375,109.8,52.5,770.5,875.4,2000.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,109.8,0.0,52.5,0.0,770.5,0.0,875.4,0.0,17.375,0.0,7.2,0.624977518794288,0.005957072733886675,41.7,360,593670.25,301.890625,51.84,13387.4375,5547.6,1
F2007080309,Y07_08,Antsahamamy,hillside,33.0,till,Y0,N,N,2727.3,0.0,0.0,0.0,109.8,52.5,770.5,875.4,1697.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,109.8,0.0,52.5,0.0,770.5,0.0,875.4,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,360,593670.25,0.0,1089.0,0.0,25426.5,1
F2007080310,Y07_08,Antsahamamy,hillside,6.0,till,Y0,N,N,2666.7,0.0,0.0,0.0,50.1,15.1,714.2,875.4,1666.7,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,50.1,0.0,15.1,0.0,714.2,0.0,875.4,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5,510081.6400000001,0.0,36.0,0.0,4285.200000000001,1
F2007080311,Y07_08,Antsahamamy,hillside,6.5,ca,Y2,N,N,3675.3,53.6,0.0,24.656,50.1,15.1,714.2,875.4,1454.8,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,50.1,0.0,15.1,0.0,714.2,0.0,875.4,0.0,24.656,0.0,6.5,0.4599914180705584,0.006708566182742582,0.0,5,510081.6400000001,607.918336,42.25,17609.3152,4642.3,1
F2007080312,Y07_08,Antsahamamy,hillside,64.7,ca,Y2,N,N,3477.6,49.5,0.0,22.77,95.1,16.3,714.2,875.4,1499.2,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,95.1,0.0,16.3,0.0,714.2,0.0,875.4,0.0,22.77,0.0,64.7,0.4599907072584392,0.006547617164821381,0.0,2,510081.6400000001,518.4729,4186.09,16262.334,46208.740000000005,1
F2007080313,Y07_08,Antsahamamy,hillside,70.0,till,Y0,N,N,2800.0,0.0,0.0,0.0,109.8,52.5,755.5,875.4,1642.9,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,109.8,0.0,52.5,0.0,755.5,0.0,875.4,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,361,570780.25,0.0,4900.0,0.0,52885.0,1
F2007080314,Y07_08,Antsahamamy,hillside,16.8,till,Y0,N,N,1964.3,0.0,0.0,0.0,109.8,52.5,770.5,875.4,2000.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,109.8,0.0,52.5,0.0,770.5,0.0,875.4,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,360,593670.25,0.0,282.24,0.0,12944.400000000001,1
F2007080315,Y07_08,Antsahamamy,hillside,28.0,till,Y0,N,N,3000.0,0.0,0.0,0.0,75.6,66.6,721.0,875.4,1300.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,75.6,0.0,66.6,0.0,721.0,0.0,875.4,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,364,519841.0,0.0,784.0,0.0,20188.0,1
F2007080316,Y07_08,Antsahamamy,hillside,6.0,ca,Y2,N,N,3333.3,0.0,0.0,0.0,95.1,16.3,714.2,875.4,1183.3,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,95.1,0.0,16.3,0.0,714.2,0.0,875.4,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2,510081.6400000001,0.0,36.0,0.0,4285.200000000001,1
F2007080317,Y07_08,Antsahamamy,hillside,15.7,ca,Y2,N,N,2233.6,0.0,0.0,0.0,95.1,16.3,714.2,875.4,1914.5,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,95.1,0.0,16.3,0.0,714.2,0.0,875.4,0.0,0.0,0.0,15.7,0.0,0.0,0.0,2,510081.6400000001,0.0,246.48999999999998,0.0,11212.94,1
F2007080318,Y07_08,Antsahamamy,hillside,15.5,ca,Y2,N,N,3088.8,58.0,0.0,26.68,80.1,15.1,714.2,875.4,1085.9,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,80.1,0.0,15.1,0.0,714.2,0.0,875.4,0.0,26.68,0.0,15.5,0.4599920691022569,0.008637655841214762,0.0,3,510081.6400000001,711.8224,240.25,19054.856,11070.1,1
F2007080319,Y07_08,Antsahamamy,hillside,17.4,till,Y0,N,N,2298.9,114.9,0.0,52.854,122.3,53.3,789.0,875.4,2069.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,122.3,0.0,53.3,0.0,789.0,0.0,875.4,0.0,52.854,0.0,17.4,0.0,0.4599959965535548,0.022990985692728828,0.0,358,622521.0,2793.5453159999997,302.75999999999993,41701.806,13728.599999999999,1
F2007080320,Y07_08,Antsahamamy,hillside,34.5,till,Y0,N,N,2898.6,58.0,0.0,26.68,110.6,67.6,725.5,875.4,1797.1,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,110.6,0.0,67.6,0.0,725.5,0.0,875.4,0.0,26.68,0.0,34.5,0.0,0.4599920691022569,0.009204440348982146,0.0,363,526350.25,711.8224,1190.25,19356.34,25029.75,1
F2007080321,Y07_08,Antsahamamy,hillside,38.3,till,Y0,N,N,2351.7,55.0,0.0,25.3,118.0,54.3,789.0,875.4,1575.6,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,118.0,0.0,54.3,0.0,789.0,0.0,875.4,0.0,25.3,0.0,38.3,0.0,0.45999163651569974,0.010758170362643892,0.0,357,622521.0,640.09,1466.8899999999999,19961.7,30218.699999999997,1
F2007080326,Y07_08,Antsahamamy,hillside,2.0,till,Y0,N,N,1500.0,0.0,0.0,0.0,43.1,15.1,713.4,875.4,1000.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,43.1,0.0,15.1,0.0,713.4,0.0,875.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7,508939.55999999994,0.0,4.0,0.0,1426.8,1
F2007080331,Y07_08,Antsahamamy,hillside,15.4,ca,Y2,N,N,1949.3,0.0,0.0,0.0,109.8,52.5,755.5,875.4,1462.0,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,109.8,0.0,52.5,0.0,755.5,0.0,875.4,0.0,0.0,0.0,15.4,0.0,0.0,0.0,361,570780.25,0.0,237.16000000000003,0.0,11634.7,1
F2007080332,Y07_08,Antsahamamy,hillside,6.0,ca,Y1,N,N,3000.0,0.0,100.0,11.0,109.8,52.5,755.0,875.4,2300.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,109.8,0.0,52.5,0.0,755.0,0.0,875.4,0.0,11.0,0.0,6.0,11000.0,0.0036666654444448515,100.0,362,570025.0,121.0,36.0,8305.0,4530.0,1
F2007080335,Y07_08,Antsahamamy,hillside,112.0,ca,Y1,N,N,1785.7,35.7,53.6,22.318,24.4,203.4,836.5,875.4,1250.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,24.4,0.0,203.4,0.0,836.5,0.0,875.4,0.0,22.318,0.0,112.0,0.6251365507968965,0.012498172986407019,53.6,325,699732.25,498.09312400000005,12544.0,18669.007,93688.0,0
F2007080336,Y07_08,Antsahamamy,hillside,88.0,ca,Y1,N,N,2045.5,11.4,45.5,10.249,0.0,174.1,836.5,875.4,2100.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,0.0,0.0,174.1,0.0,836.5,0.0,875.4,0.0,10.249,0.0,88.0,0.8989562319094817,0.005010508428008591,45.5,330,699732.25,105.04200100000001,7744.0,8573.2885,73612.0,0
F2007080337,Y07_08,Antsahamamy,lowland,50.0,till,Y0,N,N,3400.0,0.0,0.0,0.0,47.5,97.2,836.5,875.4,780.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,47.5,0.0,97.2,0.0,836.5,0.0,875.4,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,349,699732.25,0.0,2500.0,0.0,41825.0,0
F2007080338,Y07_08,Antsahamamy,hillside,54.0,till,Y0,N,N,2963.0,0.0,0.0,0.0,40.2,15.1,682.9,875.4,1666.7,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,40.2,0.0,15.1,0.0,682.9,0.0,875.4,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,10,466352.41,0.0,2916.0,0.0,36876.6,1
F2007080340,Y07_08,Antsahamamy,hillside,32.0,till,Y0,N,N,2500.0,50.0,100.0,34.0,118.0,54.3,789.0,875.4,1125.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,118.0,0.0,54.3,0.0,789.0,0.0,875.4,0.0,34.0,0.0,32.0,0.0,0.6799864002719946,0.013599994560002176,100.0,357,622521.0,1156.0,1024.0,26826.0,25248.0,1
F2007080341,Y07_08,Antsahamamy,hillside,32.0,till,Y0,N,N,3500.0,50.0,0.0,23.0,45.6,15.1,713.4,875.4,2812.5,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,45.6,0.0,15.1,0.0,713.4,0.0,875.4,0.0,23.0,0.0,32.0,0.0,0.45999080018399635,0.006571426693878087,0.0,6,508939.55999999994,529.0,1024.0,16408.2,22828.8,1
F2007080343,Y07_08,Antsahamamy,hillside,17.7,ca,Y1,N,Y,2820.1,67.7,157.9,48.511,110.6,67.6,725.5,875.4,2797.5,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,1,0.0,110.6,0.0,67.6,0.0,725.5,0.0,875.4,0.0,48.511,0.0,17.7,0.716547761480628,0.017201866174296594,157.9,363,526350.25,2353.3171210000005,313.28999999999996,35194.730500000005,12841.35,1
F2007080344,Y07_08,Antsahamamy,hillside,4.0,till,Y0,N,N,7500.0,75.0,30.0,37.8,109.8,52.5,755.0,875.4,2500.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,109.8,0.0,52.5,0.0,755.0,0.0,875.4,0.0,37.8,0.0,4.0,0.0,0.5039932800895988,0.005039999328000089,30.0,362,570025.0,1428.8399999999997,16.0,28538.999999999996,3020.0,1
F2007080345,Y07_08,Antsahamamy,hillside,3.5,till,Y0,N,N,7142.9,85.7,30.0,42.722,109.8,52.5,755.0,875.4,2114.3,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,109.8,0.0,52.5,0.0,755.0,0.0,875.4,0.0,42.722,0.0,3.5,0.0,0.4985006009264769,0.0059810432763942835,30.0,362,570025.0,1825.169284,12.25,32255.11,2642.5,1
F2007080347,Y07_08,Antsahamamy,hillside,4.0,till,Y0,N,N,3000.0,87.5,123.0,53.78,109.8,52.5,770.5,875.4,3200.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,109.8,0.0,52.5,0.0,770.5,0.0,875.4,0.0,53.78,0.0,4.0,0.0,0.6146215471823179,0.0179266606911131,123.0,360,593670.25,2892.2884,16.0,41437.49,3082.0,1
F2007080348,Y07_08,Antsahamamy,lowland,20.0,till,Y0,N,N,1250.0,0.0,0.0,0.0,109.8,52.5,755.0,875.4,1000.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,109.8,0.0,52.5,0.0,755.0,0.0,875.4,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,362,570025.0,0.0,400.0,0.0,15100.0,1
F2007080349,Y07_08,Antsahamamy,lowland,15.0,till,Y0,N,N,1333.3,0.0,0.0,0.0,109.8,52.5,755.5,875.4,3200.0,False,True,Antsahamamy,False,False,False,False,True,False,True,0,0,0,109.8,0.0,52.5,0.0,755.5,0.0,875.4,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,361,570780.25,0.0,225.0,0.0,11332.5,1
F2007080350,Y07_08,Antsahamamy,hillside,26.0,till,Y0,N,N,3000.0,0.0,0.0,0.0,109.8,52.5,755.0,875.4,2307.7,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,109.8,0.0,52.5,0.0,755.0,0.0,875.4,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,362,570025.0,0.0,676.0,0.0,19630.0,1
F2007080352,Y07_08,Antsahamamy,hillside,10.5,ca,Y2,N,N,3802.3,71.3,0.0,32.798,122.3,53.3,789.0,875.4,1354.6,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,122.3,0.0,53.3,0.0,789.0,0.0,875.4,0.0,32.798,0.0,10.5,0.45999354847758095,0.008625829464842473,0.0,358,622521.0,1075.708804,110.25,25877.622000000003,8284.5,1
F2007080353,Y07_08,Antsahamamy,hillside,43.3,ca,Y2,Y,N,4046.2,0.0,0.0,0.0,76.6,66.6,718.5,875.4,1889.0,True,False,Antsahamamy,False,False,False,False,True,True,False,2,1,0,0.0,76.6,0.0,66.6,0.0,718.5,0.0,875.4,0.0,0.0,0.0,43.3,0.0,0.0,0.0,365,516242.25,0.0,1874.8899999999996,0.0,31111.05,1
F2007080354,Y07_08,Antsahamamy,hillside,29.8,ca,Y2,N,N,2015.5,50.0,30.0,26.3,109.8,52.5,755.5,875.4,1665.6,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,109.8,0.0,52.5,0.0,755.5,0.0,875.4,0.0,26.3,0.0,29.8,0.5259894802103958,0.013048864773572427,30.0,361,570780.25,691.69,888.0400000000001,19869.65,22513.9,1
F2007080355,Y07_08,Antsahamamy,hillside,18.4,ca,Y2,N,N,1998.9,0.0,0.0,0.0,109.8,52.5,755.5,875.4,1998.9,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,109.8,0.0,52.5,0.0,755.5,0.0,875.4,0.0,0.0,0.0,18.4,0.0,0.0,0.0,361,570780.25,0.0,338.55999999999995,0.0,13901.199999999999,1
F2007080356,Y07_08,Antsahamamy,hillside,15.8,ca,Y3,Y,N,1580.3,0.0,0.0,0.0,109.8,52.5,755.5,875.4,2876.1,True,False,Antsahamamy,False,False,False,False,True,True,False,3,1,0,0.0,109.8,0.0,52.5,0.0,755.5,0.0,875.4,0.0,0.0,0.0,15.8,0.0,0.0,0.0,361,570780.25,0.0,249.64000000000001,0.0,11936.9,1
F2007080359,Y07_08,Antsahamamy,lowland,57.0,ca,Y2,Y,N,3156.2,78.9,136.8,51.342,81.5,82.0,824.0,875.4,2249.7,True,False,Antsahamamy,False,False,False,False,True,False,True,2,1,0,0.0,81.5,0.0,82.0,0.0,824.0,0.0,875.4,0.0,51.342,0.0,57.0,0.6507141861319881,0.016267024818761543,136.8,354,678976.0,2636.000964,3249.0,42305.808,46968.0,0
F2007080360,Y07_08,Antsahamamy,hillside,20.0,till,Y0,N,N,2750.0,75.0,150.0,51.0,50.1,15.1,714.2,875.4,3375.0,False,True,Antsahamamy,False,False,False,False,True,True,False,0,0,0,50.1,0.0,15.1,0.0,714.2,0.0,875.4,0.0,51.0,0.0,20.0,0.0,0.6799909334542206,0.018545447801655342,150.0,5,510081.6400000001,2601.0,400.0,36424.200000000004,14284.0,1
F2007080361,Y07_08,Antsahamamy,hillside,35.5,ca,Y2,N,N,1974.6,70.5,126.9,46.389,24.4,261.0,836.5,875.4,2702.4,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,24.4,0.0,261.0,0.0,836.5,0.0,875.4,0.0,46.389,0.0,35.5,0.6579906667990525,0.023492847415756402,126.9,326,699732.25,2151.9393210000003,1260.25,38804.3985,29695.75,0
F2007080362,Y07_08,Antsahamamy,hillside,14.0,ca,Y1,N,Y,3500.0,57.1,150.0,42.766,45.6,15.1,713.4,875.4,2400.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,1,0.0,45.6,0.0,15.1,0.0,713.4,0.0,875.4,0.0,42.766,0.0,14.0,0.7489536085182396,0.012218853651756099,150.0,6,508939.55999999994,1828.9307559999997,196.0,30509.264399999996,9987.6,1
F2007080368,Y07_08,Antsahamamy,hillside,30.0,ca,Y1,N,N,1500.0,0.0,26.7,2.937,0.0,395.9,836.5,875.4,2506.7,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,0,0.0,0.0,0.0,395.9,0.0,836.5,0.0,875.4,0.0,2.937,0.0,30.0,2936.9999999999995,0.001957998694667537,26.7,336,699732.25,8.625969,900.0,2456.8005,25095.0,0
F2007080369,Y07_08,Antsahamamy,hillside,45.5,ca,Y2,N,N,1978.0,33.0,54.9,21.219,24.4,259.3,836.5,875.4,2518.7,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,24.4,0.0,259.3,0.0,836.5,0.0,875.4,0.0,21.219,0.0,45.5,0.6429805157419473,0.010727497104399847,54.9,327,699732.25,450.245961,2070.25,17749.6935,38060.75,0
F2007080370,Y07_08,Antsahamamy,hillside,6.2,ca,Y2,N,N,3225.8,32.3,80.6,23.724,80.1,15.1,714.2,875.4,1096.8,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,80.1,0.0,15.1,0.0,714.2,0.0,875.4,0.0,23.724,0.0,6.2,0.7344664251880748,0.007354452429024604,80.6,3,510081.6400000001,562.828176,38.440000000000005,16943.680800000002,4428.04,1
F2007080372,Y07_08,Antsahamamy,hillside,17.4,ca,Y2,N,N,2580.3,45.9,143.3,36.877,24.4,166.4,845.8,875.4,3199.5,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,24.4,0.0,166.4,0.0,845.8,0.0,875.4,0.0,36.877,0.0,17.4,0.8034029759700225,0.014291743482640203,143.3,319,715377.6399999999,1359.9131290000003,302.75999999999993,31190.566600000002,14716.919999999998,0
F2007080373,Y07_08,Antsahamamy,hillside,22.6,ca,Y2,N,N,2476.8,26.5,88.5,21.925,24.4,170.4,836.5,875.4,2804.1,True,False,Antsahamamy,False,False,False,False,True,True,False,2,0,0,0.0,24.4,0.0,170.4,0.0,836.5,0.0,875.4,0.0,21.925,0.0,22.6,0.8273272706690313,0.008852144358791844,88.5,324,699732.25,480.70562500000005,510.76000000000005,18340.2625,18904.9,0
F2007080374,Y07_08,Antsahamamy,hillside,20.0,ca,Y1,N,Y,5000.0,90.0,150.0,57.9,38.8,15.1,712.4,875.4,1200.0,True,False,Antsahamamy,False,False,False,False,True,True,False,1,0,1,0.0,38.8,0.0,15.1,0.0,712.4,0.0,875.4,0.0,57.9,0.0,20.0,0.6433261852646082,0.011579997684000462,150.0,8,507513.75999999995,3352.41,400.0,41247.96,14248.0,1
F2007080375,Y07_08,Ambohimiarina,lowland,10.0,till,Y0,N,Y,4000.0,0.0,80.0,8.8,167.6,41.8,931.0,1062.2,1930.0,False,True,Ambohimiarina,True,False,False,False,False,False,True,0,0,1,167.6,0.0,41.8,0.0,931.0,0.0,1062.2,0.0,8.8,0.0,10.0,0.0,8800.0,0.0021999994500001376,80.0,360,866761.0,77.44000000000001,100.0,8192.800000000001,9310.0,0
F2007080376,Y07_08,Ambohimiarina,lowland,22.0,ca,Y1,Y,Y,0.0,45.5,0.0,20.93,91.6,71.4,1021.0,1062.2,1876.1,True,False,Ambohimiarina,True,False,False,False,False,False,True,1,1,1,0.0,91.6,0.0,71.4,0.0,1021.0,0.0,1062.2,0.0,20.93,0.0,22.0,0.45998989033208065,20930.0,0.0,351,1042441.0,438.06489999999997,484.0,21369.53,22462.0,0
F2007080377,Y07_08,Ambohimiarina,lowland,10.0,till,Y0,N,Y,5000.0,50.0,0.0,23.0,144.8,43.8,857.2,1062.2,2640.0,False,True,Ambohimiarina,True,False,False,False,False,False,True,0,0,1,144.8,0.0,43.8,0.0,857.2,0.0,1062.2,0.0,23.0,0.0,10.0,0.0,0.45999080018399635,0.004599999080000184,0.0,365,734791.8400000001,529.0,100.0,19715.600000000002,8572.0,0
F2007080378,Y07_08,Ambohimiarina,lowland,20.0,till,Y0,Y,Y,3250.0,0.0,75.0,8.25,91.6,72.0,990.6,1062.2,2740.0,False,True,Ambohimiarina,True,False,False,False,False,False,True,0,1,1,91.6,0.0,72.0,0.0,990.6,0.0,1062.2,0.0,8.25,0.0,20.0,0.0,8250.0,0.00253846075739669,75.0,352,981288.3600000001,68.0625,400.0,8172.45,19812.0,0
F2007080381,Y07_08,Ambohimiarina,lowland,5.0,ca,Y1,Y,Y,0.0,0.0,0.0,0.0,44.0,182.2,1020.8,1062.2,2320.0,True,False,Ambohimiarina,True,False,False,False,False,False,True,1,1,1,0.0,44.0,0.0,182.2,0.0,1020.8,0.0,1062.2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,348,1042032.6399999999,0.0,25.0,0.0,5104.0,0
F2007080382,Y07_08,Ambohimiarina,lowland,5.0,ca,Y1,N,Y,0.0,60.0,0.0,27.6,154.0,53.8,978.6,1062.2,2860.0,True,False,Ambohimiarina,True,False,False,False,False,False,True,1,0,1,0.0,154.0,0.0,53.8,0.0,978.6,0.0,1062.2,0.0,27.6,0.0,5.0,0.459992333461109,27600.0,0.0,356,957657.9600000001,761.7600000000001,25.0,27009.36,4893.0,0
F2007080383,Y07_08,Ambohimiarina,lowland,30.0,ca,Y1,Y,Y,3333.3,0.0,0.0,0.0,91.6,72.0,990.6,1062.2,987.0,True,False,Ambohimiarina,True,False,False,False,False,False,True,1,1,1,0.0,91.6,0.0,72.0,0.0,990.6,0.0,1062.2,0.0,0.0,0.0,30.0,0.0,0.0,0.0,352,981288.3600000001,0.0,900.0,0.0,29718.0,0
F2007080384,Y07_08,Ambohimiarina,lowland,31.5,till,Y0,Y,N,3968.3,38.1,0.0,17.526,167.6,41.8,931.0,1062.2,2965.1,False,True,Ambohimiarina,True,False,False,False,False,False,True,0,1,0,167.6,0.0,41.8,0.0,931.0,0.0,1062.2,0.0,17.526,0.0,31.5,0.0,0.45998792682606754,0.004416499655646081,0.0,360,866761.0,307.16067599999997,992.25,16316.706,29326.5,0
F2007080385,Y07_08,Ambohimiarina,lowland,10.0,ca,Y1,Y,Y,3000.0,0.0,0.0,0.0,167.6,41.8,931.0,1062.2,2180.0,True,False,Ambohimiarina,True,False,False,False,False,False,True,1,1,1,0.0,167.6,0.0,41.8,0.0,931.0,0.0,1062.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,360,866761.0,0.0,100.0,0.0,9310.0,0
F2007080386,Y07_08,Ambohimiarina,lowland,8.4,ca,Y3,Y,Y,4761.9,0.0,0.0,0.0,162.6,45.0,870.8,1062.2,3392.9,True,False,Ambohimiarina,True,False,False,False,False,False,True,3,1,1,0.0,162.6,0.0,45.0,0.0,870.8,0.0,1062.2,0.0,0.0,0.0,8.4,0.0,0.0,0.0,363,758292.6399999999,0.0,70.56,0.0,7314.72,0
F2007080387,Y07_08,Ambohimiarina,lowland,1.5,ca,Y1,N,Y,6666.7,66.7,133.3,45.345,151.8,71.0,990.6,1062.2,2133.3,True,False,Ambohimiarina,True,False,False,False,False,False,True,1,0,1,0.0,151.8,0.0,71.0,0.0,990.6,0.0,1062.2,0.0,45.345,0.0,1.5,0.6798248901815565,0.006801714971167898,133.3,355,981288.3600000001,2056.1690249999997,2.25,44918.757,1485.9,0
F2007080389,Y07_08,Ambohimiarina,lowland,2.7,ca,Y2,N,N,0.0,18.5,0.0,8.51,162.6,45.0,870.8,1062.2,1333.3,True,False,Ambohimiarina,True,False,False,False,False,False,True,2,0,0,0.0,162.6,0.0,45.0,0.0,870.8,0.0,1062.2,0.0,8.51,0.0,2.7,0.4599751364791092,8510.0,0.0,363,758292.6399999999,72.42009999999999,7.290000000000001,7410.508,2351.16,0
F2007080390,Y07_08,Ambohimiarina,lowland,12.5,ca,Y3,Y,N,4800.0,0.0,0.0,0.0,144.8,43.8,857.2,1062.2,3200.0,True,False,Ambohimiarina,True,False,False,False,False,False,True,3,1,0,0.0,144.8,0.0,43.8,0.0,857.2,0.0,1062.2,0.0,0.0,0.0,12.5,0.0,0.0,0.0,365,734791.8400000001,0.0,156.25,0.0,10715.0,0
